Orthogroup	hi_protein	pa_protein	sa_mrsa_protein
OG0000965	AJO88764.1	AAG05189.1	WIO64770.1
OG0000966	AJO88765.1	AAG05190.1	WIO66709.1
OG0000967	AJO88766.1	AAG05191.1	WIO64769.1
OG0000968	AJO88767.1	AAG07664.1	WIO66473.1
OG0000969	AJO88768.1	AAG07663.1	WIO66474.1
OG0000970	AJO88769.1	AAG06188.1, AAG06627.1	
OG0000971	AJO88773.1	AAG03558.1	WIO66688.1
OG0000972		AAG03395.1, AAG06655.1, AAG07739.1	
OG0000973		AAG03431.1, AAG05848.1, AAG05850.1	
OG0000974		AAG03456.1, AAG07140.1, AAG08925.1	
OG0000975		AAG03467.1, AAG05058.1, AAG05749.1	
OG0000976		AAG03468.1, AAG05057.1, AAG08338.1	
OG0000977		AAG03469.1, AAG05056.1, AAG05751.1	
OG0000978		AAG03473.1, AAG05046.1, AAG05753.1	
OG0000979		AAG03474.1, AAG05047.1, AAG05754.1	
OG0000980		AAG03478.1, AAG05049.1, AAG05757.1	
OG0000981		AAG03479.1, AAG05050.1, AAG05758.1	
OG0000982		AAG03520.1, AAG04136.1, AAG06958.1	
OG0000983		AAG03530.1, AAG07557.1	WIO66325.1
OG0000984		AAG03531.1, AAG05816.1, AAG06843.1	
OG0000985		AAG03533.2	WIO65490.1, WIO66136.1
OG0000986		AAG03543.1, AAG03544.1, AAG05895.1	
OG0000987		AAG03563.1, AAG04848.1, AAG07090.1	
OG0000988		AAG03625.1, AAG05398.1, AAG07544.1	
OG0000989		AAG03646.1, AAG04367.1, AAG05326.1	
OG0000990		AAG03652.1, AAG04901.1, AAG08652.1	
OG0000991		AAG03662.1, AAG05015.1, AAG05888.1	
OG0000992		AAG03677.1, AAG04810.1	WIO65372.1
OG0000993		AAG03686.1, AAG03920.1	WIO66128.1
OG0000994		AAG03700.1, AAG05150.1, AAG08069.1	
OG0000995		AAG03708.1, AAG03716.1, AAG05405.1	
OG0000996		AAG03743.1, AAG04796.1	WIO66947.1
OG0000997		AAG03745.1, AAG04147.1, AAG08731.1	
OG0000998		AAG03756.1, AAG04792.1, AAG08444.1	
OG0000999		AAG03786.1, AAG04686.1	WIO66075.1
OG0001000		AAG03829.1, AAG08420.1	WIO66410.1
OG0001001		AAG03925.1, AAG04839.1, AAG04840.1	
OG0001002		AAG03947.1, AAG06067.1, AAG07269.1	
OG0001003		AAG04100.1	WIO66415.1, WIO66726.1
OG0001004		AAG04102.1, AAG08122.1, AAG08123.1	
OG0001005		AAG04183.1, AAG04951.1	WIO67213.1
OG0001006		AAG04198.1, AAG07722.1	WIO66972.1
OG0001007		AAG04208.1, AAG04751.1, AAG05810.1	
OG0001008		AAG04213.1, AAG04897.1, AAG07291.1	
OG0001009		AAG04214.1	WIO66904.1, WIO67076.1
OG0001010		AAG04219.1, AAG04931.1, AAG06713.1	
OG0001011		AAG04230.1	WIO66689.1, WIO67285.1
OG0001012		AAG04309.1, AAG05542.1	WIO67222.1
OG0001013		AAG04368.1, AAG04372.1, AAG05325.1	
OG0001014		AAG04374.1, AAG04539.1, AAG07253.1	
OG0001015		AAG04375.1, AAG06531.1, AAG06532.1	
OG0001016		AAG04381.1, AAG07473.1, AAG08669.1	
OG0001017		AAG04383.1, AAG05518.1, AAG07471.1	
OG0001018		AAG04386.1, AAG04388.1, AAG06674.1	
OG0001019		AAG04405.1, AAG05125.1, AAG06401.1	
OG0001020		AAG04436.1, AAG05703.1, AAG07497.1	
OG0001021		AAG04440.1, AAG05710.1	WIO65694.1
OG0001022		AAG04443.1	WIO66566.1, WIO66819.1
OG0001023		AAG04445.1	WIO66569.1, WIO66816.1
OG0001024		AAG04446.1	WIO66570.1, WIO66815.1
OG0001025		AAG04459.1, AAG08247.1, AAG08294.1	
OG0001026		AAG04460.1, AAG08246.1, AAG08295.1	
OG0001027		AAG04461.1, AAG08245.1, AAG08296.1	
OG0001028		AAG04555.1, AAG04986.1, AAG05556.1	
OG0001029		AAG04583.1, AAG08555.1	WIO65846.1
OG0001030		AAG04601.1	WIO64856.1, WIO66083.1
OG0001031		AAG04630.1, AAG06273.1	WIO65877.1
OG0001032		AAG04674.1, AAG06729.1	WIO65471.1
OG0001033		AAG04680.1, AAG06689.1	WIO67160.1
OG0001034		AAG04687.1	WIO65301.1, WIO65970.1
OG0001035		AAG04712.1, AAG06142.1, AAG06428.1	
OG0001036		AAG04718.1, AAG04892.1, AAG08737.1	
OG0001037		AAG04734.1, AAG05332.1, AAG07138.1	
OG0001038		AAG04735.1, AAG05207.1	WIO66420.1
OG0001039		AAG04747.1, AAG06109.1	WIO67069.1
OG0001040		AAG04769.1, AAG05435.1, AAG05664.1	
OG0001041		AAG04797.1, AAG07782.1, AAG08310.1	
OG0001042		AAG04808.1, AAG05461.1, AAG08484.1	
OG0001043		AAG04838.1, AAG04862.1, AAG05079.1	
OG0001044		AAG04987.1, AAG08115.1	WIO65808.1
OG0001045		AAG05029.1, AAG06629.1, AAG06727.1	
OG0001046		AAG05119.1, AAG05120.1, AAG08312.1	
OG0001047		AAG05121.1, AAG06261.1, AAG08311.1	
OG0001048		AAG05186.1	WIO65639.1, WIO66922.1
OG0001049		AAG05196.1, AAG05449.1	WIO66099.1
OG0001050		AAG05199.1, AAG05200.1, AAG05446.1	
OG0001051		AAG05290.1, AAG06231.1, AAG07599.1	
OG0001052		AAG05352.1	WIO65259.1, WIO67251.1
OG0001053		AAG05360.1, AAG06698.1, AAG07905.1	
OG0001054		AAG05365.1, AAG06993.1, AAG07675.1	
OG0001055		AAG05372.1, AAG07409.1	WIO66074.1
OG0001056		AAG05381.1	WIO65472.1, WIO65661.1
OG0001057		AAG05410.1, AAG06928.1, AAG06947.1	
OG0001058		AAG05512.1, AAG08757.1	WIO65820.1
OG0001059		AAG05545.1, AAG07071.1	WIO66788.1
OG0001060		AAG05616.1, AAG07735.1, AAG08927.1	
OG0001061		AAG05619.1	WIO66038.1, WIO66068.1
OG0001062		AAG05620.1, AAG06939.1, AAG08837.1	
OG0001063		AAG05643.1, AAG05691.1, AAG05692.1	
OG0001064		AAG05645.1, AAG05870.1, AAG08875.1	
OG0001065		AAG05653.1, AAG07097.1, AAG07487.1	
OG0001066		AAG05741.1, AAG07826.1, AAG07927.1	
OG0001067		AAG05809.1, AAG05862.1, AAG08710.1	
OG0001068		AAG05833.1, AAG08598.1	WIO64638.1
OG0001069		AAG05841.1, AAG06419.1, AAG08911.1	
OG0001070		AAG05853.1, AAG07176.1	WIO64484.1
OG0001071		AAG05872.1, AAG06319.1, AAG07108.1	
OG0001072		AAG05936.1, AAG08754.1	WIO67249.1
OG0001073		AAG05975.1, AAG07605.1	WIO65511.1
OG0001074		AAG06019.1	WIO65873.1, WIO66919.1
OG0001075		AAG06066.1, AAG08836.1	WIO66580.1
OG0001076		AAG06287.1, AAG07101.1, AAG07467.1	
OG0001077		AAG06300.1, AAG07545.1	WIO66589.1
OG0001078		AAG06302.1, AAG08093.1	WIO66591.1
OG0001079		AAG06411.1	WIO64993.1, WIO66664.1
OG0001080		AAG06425.1, AAG07587.1	WIO67359.1
OG0001081		AAG06427.1, AAG08672.1	WIO65115.1
OG0001082		AAG06454.1, AAG08892.1	WIO65858.1
OG0001083		AAG06470.1, AAG06810.1, AAG07310.1	
OG0001084		AAG06488.1, AAG07937.1, AAG07938.1	
OG0001085		AAG06515.1, AAG06756.1	WIO65157.1
OG0001086		AAG06520.1	WIO66395.1, WIO66720.1
OG0001087		AAG06529.1	WIO66059.1, WIO66490.1
OG0001088		AAG06708.1, AAG08200.1	WIO66562.1
OG0001089		AAG06743.1, AAG08272.1, AAG08696.1	
OG0001090		AAG06783.1, AAG07059.1, AAG07425.1	
OG0001091		AAG06840.1	WIO65569.1, WIO65816.1
OG0001092		AAG06919.1, AAG07623.1, AAG08265.1	
OG0001093		AAG07047.1, AAG08101.1	WIO65755.1
OG0001094		AAG07048.1	WIO65637.1, WIO66572.1
OG0001095		AAG07060.1, AAG07424.1	WIO64930.1
OG0001096		AAG07249.1, AAG08293.1	WIO66027.1
OG0001097		AAG07331.1, AAG07332.1	WIO66620.1
OG0001098		AAG07436.1, AAG08655.1, AAG08857.1	
OG0001099		AAG07554.1	WIO64880.1, WIO66642.1
OG0001100		AAG07766.1, AAG08392.1, AAG08394.1	
OG0001101		AAG07886.1	WIO64633.1, WIO64802.1
OG0001102		AAG08016.1, AAG08366.1	WIO64777.1
OG0001103		AAG08035.1, AAG08036.1, AAG08037.1	
OG0001104		AAG08207.1, AAG08858.1	WIO66017.1
OG0001105		AAG08242.1, AAG08590.1, AAG08871.1	
OG0001106		AAG08251.1	WIO65718.1, WIO67279.1
OG0001107		AAG08328.1, AAG08786.1	WIO67164.1
OG0001108		AAG08403.1	WIO67223.1, WIO67284.1
OG0001109		AAG08413.1	WIO65875.1, WIO66057.1
OG0001110		AAG08471.1, AAG08472.1, AAG08473.1	
OG0001111		AAG08589.1, AAG08708.1	WIO66085.1
OG0001112		AAG08666.1	WIO64698.1, WIO66556.1
OG0001113		AAG08685.1, AAG08713.1, AAG08876.1	
OG0001114			WIO64560.1, WIO66763.1, WIO66764.1
OG0001115			WIO64562.1, WIO65065.1, WIO66244.1
OG0001116			WIO64564.1, WIO65066.1, WIO66242.1
OG0001117			WIO64565.1, WIO65067.1, WIO66241.1
OG0001118			WIO64569.1, WIO65072.1, WIO66236.1
OG0001119			WIO64578.1, WIO65080.1, WIO66226.1
OG0001120			WIO64579.1, WIO66225.1, WIO66759.1
OG0001121			WIO64608.1, WIO66955.1, WIO67135.1
OG0001122			WIO64636.1, WIO66279.1, WIO66891.1
OG0001123			WIO64701.1, WIO65043.1, WIO66755.1
OG0001124			WIO64753.1, WIO65967.1, WIO65986.1
OG0001125			WIO64899.1, WIO65628.1, WIO67424.1
OG0001126			WIO64901.1, WIO65673.1, WIO65674.1
OG0001127			WIO65034.1, WIO65415.1, WIO66847.1
OG0001128			WIO65427.1, WIO65889.1, WIO66942.1
OG0001129			WIO65428.1, WIO65890.1, WIO66943.1
OG0001130			WIO65516.1, WIO66921.1, WIO67224.1
OG0001131			WIO65581.1, WIO66094.1, WIO66411.1
OG0001132			WIO65607.1, WIO65783.1, WIO66194.1
OG0001133			WIO65835.1, WIO65903.1, WIO66604.1
OG0001134			WIO65947.1, WIO65962.1, WIO65991.1
OG0001135			WIO65948.1, WIO65961.1, WIO65992.1
OG0001136			WIO65949.1, WIO65950.1, WIO65993.1
OG0001137			WIO66121.1, WIO66728.1, WIO66729.1
OG0001138	AJO87055.1	AAG06975.1	
OG0001139	AJO87065.1		WIO64702.1
OG0001140	AJO87072.1	AAG07046.1	
OG0001141	AJO87074.1	AAG08336.1	
OG0001142	AJO87078.1		WIO67282.1
OG0001143	AJO87080.1	AAG03709.1	
OG0001144	AJO87085.1	AAG07215.1	
OG0001145	AJO87086.1	AAG07214.1	
OG0001146	AJO87088.1	AAG07372.1	
OG0001147	AJO87095.1	AAG03876.1	
OG0001148	AJO87101.1	AAG06882.1	
OG0001149	AJO87102.1	AAG06881.1	
OG0001150	AJO87103.1	AAG06880.1	
OG0001151	AJO87105.1	AAG06878.1	
OG0001152	AJO87106.1	AAG06877.1	
OG0001153	AJO87110.1, AJO87507.1		
OG0001154	AJO87111.1, AJO87506.1		
OG0001155	AJO87117.1	AAG06002.1	
OG0001156	AJO87119.1		WIO64506.1
OG0001157	AJO87127.1	AAG04442.1	
OG0001158	AJO87130.1	AAG08118.1	
OG0001159	AJO87135.1, AJO88466.1		
OG0001160	AJO87140.1, AJO87142.1		
OG0001161	AJO87147.1	AAG06807.1	
OG0001162	AJO87160.1	AAG05430.1	
OG0001163	AJO87166.1	AAG03986.1	
OG0001164	AJO87169.1	AAG06844.1	
OG0001165	AJO87171.1	AAG08514.1	
OG0001166	AJO87172.1	AAG08582.1	
OG0001167	AJO87174.1	AAG08349.1	
OG0001168	AJO87175.1	AAG08352.1	
OG0001169	AJO87180.1	AAG08063.1	
OG0001170	AJO87181.1		WIO64496.1
OG0001171	AJO87184.1	AAG07438.1	
OG0001172	AJO87185.1	AAG07437.1	
OG0001173	AJO87192.1	AAG06126.1	
OG0001174	AJO87210.1	AAG07672.1	
OG0001175	AJO87213.1	AAG07964.1	
OG0001176	AJO87214.1	AAG04999.1	
OG0001177	AJO87218.1	AAG06435.1	
OG0001178	AJO87221.1	AAG08138.1	
OG0001179	AJO87225.1	AAG05005.1	
OG0001180	AJO87242.1	AAG04684.1	
OG0001181	AJO87244.1	AAG03819.1	
OG0001182	AJO87248.1	AAG07815.1	
OG0001183	AJO87249.1	AAG07431.1	
OG0001184	AJO87253.1	AAG08084.1	
OG0001185	AJO87269.1, AJO87293.1		
OG0001186	AJO87274.1, AJO88446.1		
OG0001187	AJO87275.1, AJO88445.1		
OG0001188	AJO87281.1, AJO88441.1		
OG0001189	AJO87282.1, AJO88440.1		
OG0001190	AJO87283.1, AJO88439.1		
OG0001191	AJO87284.1, AJO88438.1		
OG0001192	AJO87286.1, AJO88436.1		
OG0001193	AJO87288.1, AJO88435.1		
OG0001194	AJO87290.1, AJO88434.1		
OG0001195	AJO87295.1	AAG04018.1	
OG0001196	AJO87296.1, AJO88427.1		
OG0001197	AJO87297.1, AJO88426.1		
OG0001198	AJO87298.1, AJO88424.1		
OG0001199	AJO87299.1, AJO88423.1		
OG0001200	AJO87300.1, AJO88422.1		
OG0001201	AJO87301.1, AJO88421.1		
OG0001202	AJO87304.1	AAG06588.1	
OG0001203	AJO87307.1, AJO88252.1		
OG0001204	AJO87309.1	AAG07219.1	
OG0001205	AJO87330.1	AAG07704.1	
OG0001206	AJO87338.1	AAG04581.1	
OG0001207	AJO87339.1	AAG05996.1	
OG0001208	AJO87340.1	AAG06829.1	
OG0001209	AJO87347.1	AAG03585.1	
OG0001210	AJO87349.1	AAG05532.1	
OG0001211	AJO87350.1	AAG05553.1	
OG0001212	AJO87352.1	AAG05548.1	
OG0001213	AJO87354.1	AAG05551.1	
OG0001214	AJO87355.1	AAG04688.1	
OG0001215	AJO87356.1	AAG05183.1	
OG0001216	AJO87357.1	AAG07865.1	
OG0001217	AJO87372.1	AAG07056.1	
OG0001218	AJO87391.1, AJO88398.1		
OG0001219	AJO87392.1, AJO88399.1		
OG0001220	AJO87394.1	AAG04008.1	
OG0001221	AJO87395.1	AAG04007.1	
OG0001222	AJO87396.1	AAG04006.1	
OG0001223	AJO87397.1	AAG04005.1	
OG0001224	AJO87403.1, AJO87407.1		
OG0001225	AJO87405.1, AJO87409.1		
OG0001226	AJO87415.1, AJO88428.1		
OG0001227	AJO87422.1		WIO65227.1
OG0001228	AJO87429.1	AAG05202.1	
OG0001229	AJO87432.1	AAG05314.1	
OG0001230	AJO87454.1	AAG04426.1	
OG0001231	AJO87455.1	AAG07394.1	
OG0001232	AJO87460.1	AAG08400.1	
OG0001233	AJO87461.1	AAG08401.1	
OG0001234	AJO87467.1	AAG04336.1	
OG0001235	AJO87468.1	AAG08225.1	
OG0001236	AJO87472.1	AAG06549.1	
OG0001237	AJO87476.1		WIO66458.1
OG0001238	AJO87481.1	AAG07811.1	
OG0001239	AJO87482.1	AAG07812.1	
OG0001240	AJO87494.1	AAG05970.1	
OG0001241	AJO87497.1	AAG08076.1	
OG0001242	AJO87499.1	AAG07304.1	
OG0001243	AJO87502.1		WIO66152.1
OG0001244	AJO87504.1	AAG07846.1	
OG0001245	AJO87512.1	AAG07491.1	
OG0001246	AJO87513.1	AAG08593.1	
OG0001247	AJO87515.1	AAG07541.1	
OG0001248	AJO87516.1	AAG03973.1	
OG0001249	AJO87517.1	AAG08055.1	
OG0001250	AJO87521.1	AAG08107.1	
OG0001251	AJO87524.1	AAG06471.1	
OG0001252	AJO87546.1	AAG07075.1	
OG0001253	AJO87555.1	AAG08495.1	
OG0001254	AJO87559.1		WIO64699.1
OG0001255	AJO87562.1	AAG07124.1	
OG0001256	AJO87569.1	AAG06497.1	
OG0001257	AJO87573.1	AAG05064.1	
OG0001258	AJO87574.1	AAG05067.1	
OG0001259	AJO87575.1	AAG05143.1	
OG0001260	AJO87576.1	AAG06567.1	
OG0001261	AJO87577.1	AAG06587.1	
OG0001262	AJO87580.1	AAG04952.1	
OG0001263	AJO87585.1		WIO66650.1
OG0001264	AJO87592.1		WIO65146.1
OG0001265	AJO87593.1	AAG07813.1	
OG0001266	AJO87600.1	AAG04578.1	
OG0001267	AJO87604.1		WIO66654.1
OG0001268	AJO87606.1	AAG06555.1	
OG0001269	AJO87608.1	AAG06921.1	
OG0001270	AJO87611.1, AJO87814.1		
OG0001271	AJO87614.1	AAG08042.1	
OG0001272	AJO87619.1		WIO65825.1
OG0001273	AJO87620.1		WIO66328.1
OG0001274	AJO87622.1	AAG07860.1	
OG0001275	AJO87623.1	AAG07861.1	
OG0001276	AJO87630.1	AAG07794.1	
OG0001277	AJO87633.1	AAG07797.1	
OG0001278	AJO87643.1	AAG07807.1	
OG0001279	AJO87646.1	AAG07994.1	
OG0001280	AJO87647.1	AAG06184.1	
OG0001281	AJO87650.1		WIO66853.1
OG0001282	AJO87653.1, AJO88545.1		
OG0001283	AJO87655.1	AAG08675.1	
OG0001284	AJO87657.1		WIO67417.1
OG0001285	AJO87658.1	AAG06725.1	
OG0001286	AJO87667.1	AAG04235.1	
OG0001287	AJO87668.1	AAG04917.1	
OG0001288	AJO87677.1	AAG04868.1	
OG0001289	AJO87679.1	AAG04866.1	
OG0001290	AJO87680.1	AAG04865.1	
OG0001291	AJO87681.1	AAG04864.1	
OG0001292	AJO87685.1	AAG07842.1	
OG0001293	AJO87686.1	AAG07841.1	
OG0001294	AJO87688.1	AAG07839.1	
OG0001295	AJO87696.1	AAG07316.1	
OG0001296	AJO87708.1	AAG07032.1	
OG0001297	AJO87709.1	AAG07031.1	
OG0001298	AJO87713.1	AAG03954.1	
OG0001299	AJO87715.1	AAG06616.1	
OG0001300	AJO87719.1, AJO88699.1		
OG0001301	AJO87725.1	AAG04696.1	
OG0001302	AJO87728.1	AAG07783.1	
OG0001303	AJO87736.1	AAG07945.1	
OG0001304	AJO87751.1, AJO88270.1		
OG0001305	AJO87757.1	AAG06927.1	
OG0001306	AJO87759.1		WIO64793.1
OG0001307	AJO87761.1	AAG08238.1	
OG0001308	AJO87772.1		WIO66910.1
OG0001309	AJO87783.1	AAG06851.1	
OG0001310	AJO87785.1	AAG08706.1	
OG0001311	AJO87790.1	AAG05801.1	
OG0001312	AJO87792.1, AJO88342.1		
OG0001313	AJO87798.1	AAG07673.1	
OG0001314	AJO87812.1	AAG03399.1	
OG0001315	AJO87817.1	AAG07376.1	
OG0001316	AJO87823.1	AAG07036.1	
OG0001317	AJO87825.1	AAG07034.1	
OG0001318	AJO87839.1	AAG07953.1	
OG0001319	AJO87848.1	AAG07918.1	
OG0001320	AJO87858.1		WIO65802.1
OG0001321	AJO87866.1	AAG08546.1	
OG0001322	AJO87868.1, AJO88371.1		
OG0001323	AJO87876.1	AAG08612.1	
OG0001324	AJO87881.1		WIO65479.1
OG0001325	AJO87882.1	AAG04154.1	
OG0001326	AJO87883.1	AAG07068.1	
OG0001327	AJO87884.1	AAG08106.1	
OG0001328	AJO87888.1	AAG06418.1	
OG0001329	AJO87890.1	AAG04313.1	
OG0001330	AJO87892.1	AAG07236.1	
OG0001331	AJO87893.1	AAG08151.1	
OG0001332	AJO87903.1	AAG06590.1	
OG0001333	AJO87904.1	AAG08756.1	
OG0001334	AJO87905.1	AAG06589.1	
OG0001335	AJO87913.1		WIO65543.1
OG0001336	AJO87915.1	AAG08609.1	
OG0001337	AJO87918.1	AAG04294.1	
OG0001338	AJO87924.1	AAG07038.1	
OG0001339	AJO87959.1	AAG05390.1	
OG0001340	AJO87961.1	AAG03764.1	
OG0001341	AJO87967.1	AAG07441.1	
OG0001342	AJO87971.1	AAG08533.1	
OG0001343	AJO87974.1		WIO65614.1
OG0001344	AJO87976.1	AAG08520.1	
OG0001345	AJO87981.1	AAG08663.1	
OG0001346	AJO87983.1	AAG07061.1	
OG0001347	AJO87985.1, AJO88176.1		
OG0001348	AJO87987.1	AAG08513.1	
OG0001349	AJO87988.1		WIO65684.1
OG0001350	AJO87995.1	AAG05181.1	
OG0001351	AJO87998.1	AAG03984.1	
OG0001352	AJO88001.1	AAG08660.1	
OG0001353	AJO88014.1	AAG06696.1	
OG0001354	AJO88026.1	AAG08657.1	
OG0001355	AJO88028.1	AAG08642.1	
OG0001356	AJO88034.1	AAG08722.1	
OG0001357	AJO88037.1	AAG05006.1	
OG0001358	AJO88042.1	ABG56538.2	
OG0001359	AJO88045.1	AAG08195.1	
OG0001360	AJO88056.1		WIO65897.1
OG0001361	AJO88057.1	AAG03598.1	
OG0001362	AJO88059.1	AAG04272.1	
OG0001363	AJO88063.1	AAG07384.1	
OG0001364	AJO88064.1	AAG07385.1	
OG0001365	AJO88075.1	AAG07867.1	
OG0001366	AJO88080.1	AAG05992.1	
OG0001367	AJO88082.1	AAG03518.1	
OG0001368	AJO88094.1	AAG06367.1	
OG0001369	AJO88095.1	AAG06369.1	
OG0001370	AJO88105.1	AAG08399.1	
OG0001371	AJO88112.1	AAG07329.1	
OG0001372	AJO88120.1	AAG07122.1	
OG0001373	AJO88121.1		WIO67194.1
OG0001374	AJO88129.1	AAG04551.1	
OG0001375	AJO88136.1	AAG06120.1	
OG0001376	AJO88145.1	AAG04611.1	
OG0001377	AJO88147.1	AAG08883.1	
OG0001378	AJO88149.1	AAG07407.1	
OG0001379	AJO88153.1	AAG07418.1	
OG0001380	AJO88155.1		WIO64709.1
OG0001381	AJO88156.1	AAG06868.1	
OG0001382	AJO88161.1	AAG05204.1	
OG0001383	AJO88164.1		WIO66506.1
OG0001384	AJO88165.1		WIO66210.1
OG0001385	AJO88168.1		WIO66213.1
OG0001386	AJO88174.1	AAG08327.1	
OG0001387	AJO88181.1	AAG06358.1	
OG0001388	AJO88182.1	AAG06359.1	
OG0001389	AJO88183.1	AAG08342.1	
OG0001390	AJO88184.1	AAG05413.1	
OG0001391	AJO88186.1	AAG04246.1	
OG0001392	AJO88187.1	AAG06387.1	
OG0001393	AJO88188.1	AAG06386.1	
OG0001394	AJO88189.1	AAG06385.1	
OG0001395	AJO88190.1	AAG06384.1	
OG0001396	AJO88191.1	AAG06383.1	
OG0001397	AJO88192.1	AAG06382.1	
OG0001398	AJO88193.1	AAG06381.1	
OG0001399	AJO88194.1	AAG06380.1	
OG0001400	AJO88198.1	AAG07933.1	
OG0001401	AJO88203.1		WIO64651.1
OG0001402	AJO88206.1	AAG07017.1	
OG0001403	AJO88209.1	AAG08454.1	
OG0001404	AJO88217.1	AAG08407.1	
OG0001405	AJO88222.1	AAG05031.1	
OG0001406	AJO88228.1		WIO65940.1
OG0001407	AJO88236.1	AAG03457.1	
OG0001408	AJO88259.1	AAG07377.1	
OG0001409	AJO88260.1	AAG04339.1	
OG0001410	AJO88263.1	AAG07208.1	
OG0001411	AJO88286.1	AAG03971.1	
OG0001412	AJO88291.1	AAG03765.1	
OG0001413	AJO88294.1	AAG08716.1	
OG0001414	AJO88295.1	AAG08719.1	
OG0001415	AJO88303.1		WIO66909.1
OG0001416	AJO88304.1		WIO66908.1
OG0001417	AJO88324.1	AAG07371.1	
OG0001418	AJO88326.1	AAG03794.1	
OG0001419	AJO88335.1	AAG04354.1	
OG0001420	AJO88339.1		WIO66111.1
OG0001421	AJO88344.1	AAG06916.1	
OG0001422	AJO88351.1	AAG04161.1	
OG0001423	AJO88356.1	AAG08673.1	
OG0001424	AJO88366.1	AAG04562.1	
OG0001425	AJO88375.1		WIO65308.1
OG0001426	AJO88378.1		WIO66575.1
OG0001427	AJO88381.1	AAG04258.1	
OG0001428	AJO88383.1	AAG07192.1	
OG0001429	AJO88385.1	AAG07190.1	
OG0001430	AJO88387.1	AAG07188.1	
OG0001431	AJO88388.1	AAG07195.1	
OG0001432	AJO88389.1	AAG07196.1	
OG0001433	AJO88390.1	AAG07197.1	
OG0001434	AJO88392.1	AAG07198.1	
OG0001435	AJO88393.1	AAG07199.1	
OG0001436	AJO88397.1	AAG07204.1	
OG0001437	AJO88468.1	AAG04361.1	
OG0001438	AJO88477.1	AAG04683.1	
OG0001439	AJO88481.1	AAG08152.1	
OG0001440	AJO88482.1	AAG06018.1	
OG0001441	AJO88485.1	AAG08354.1	
OG0001442	AJO88486.1, AJO88691.1		
OG0001443	AJO88491.1	AAG08901.1	
OG0001444	AJO88497.1	AAG08329.1	
OG0001445	AJO88498.1	AAG06363.1	
OG0001446	AJO88499.1	AAG06364.1	
OG0001447	AJO88501.1		WIO65306.1
OG0001448	AJO88503.1		WIO65305.1
OG0001449	AJO88507.1		WIO66426.1
OG0001450	AJO88511.1	AAG05209.1	
OG0001451	AJO88512.1	AAG03927.1	
OG0001452	AJO88518.1	AAG03878.1	
OG0001453	AJO88523.1	AAG08430.1	
OG0001454	AJO88524.1	AAG08404.1	
OG0001455	AJO88527.1		WIO65459.1
OG0001456	AJO88528.1	AAG08133.1	
OG0001457	AJO88541.1	AAG06351.1	
OG0001458	AJO88550.1	AAG04148.1	
OG0001459	AJO88551.1	AAG08720.1	
OG0001460	AJO88559.1	AAG08451.1	
OG0001461	AJO88566.1	AAG08943.1	
OG0001462	AJO88573.1	AAG06140.1	
OG0001463	AJO88574.1		WIO65347.1
OG0001464	AJO88580.1	AAG04420.1	
OG0001465	AJO88581.1		WIO66164.1
OG0001466	AJO88587.1	AAG07962.1	
OG0001467	AJO88588.1	AAG05161.1	
OG0001468	AJO88590.1	AAG06776.1	
OG0001469	AJO88605.1	AAG03751.1	
OG0001470	AJO88616.1		WIO65497.1
OG0001471	AJO88630.1	AAG03979.1	
OG0001472	AJO88632.1		WIO64614.1
OG0001473	AJO88633.1	AAG04543.1	
OG0001474	AJO88634.1	AAG06570.1	
OG0001475	AJO88636.1	AAG08560.1	
OG0001476	AJO88638.1	AAG07321.1	
OG0001477	AJO88646.1	AAG06247.1	
OG0001478	AJO88650.1	AAG04349.1	
OG0001479	AJO88652.1	AAG07251.1	
OG0001480	AJO88653.1	AAG05993.1	
OG0001481	AJO88654.1	AAG05994.1	
OG0001482	AJO88661.1		WIO66052.1
OG0001483	AJO88667.1		WIO67035.1
OG0001484	AJO88680.1	AAG03406.1	
OG0001485	AJO88682.1	AAG04149.1	
OG0001486	AJO88685.1	AAG04153.1	
OG0001487	AJO88690.1	AAG06183.1	
OG0001488	AJO88693.1	AAG06015.1	
OG0001489	AJO88694.1	AAG06017.1	
OG0001490	AJO88697.1	AAG08937.1	
OG0001491	AJO88702.1	AAG06505.1	
OG0001492	AJO88704.1	AAG05968.1	
OG0001493	AJO88705.1	AAG08681.1	
OG0001494	AJO88708.1	AAG08373.1	
OG0001495	AJO88715.1	AAG08637.1	
OG0001496	AJO88716.1		WIO66757.1
OG0001497	AJO88725.1	AAG07015.1	
OG0001498	AJO88727.1	AAG07022.1	
OG0001499	AJO88728.1, AJO88743.1		
OG0001500	AJO88730.1	AAG08665.1	
OG0001501	AJO88744.1		WIO66201.1
OG0001502	AJO88746.1	AAG08626.1	
OG0001503	AJO88747.1	AAG05930.1	
OG0001504	AJO88748.1	AAG05931.1	
OG0001505	AJO88751.1	AAG07014.1	
OG0001506	AJO88752.1	AAG07013.1	
OG0001507	AJO88753.1	AAG08902.1	
OG0001508	AJO88757.1	AAG08194.1	
OG0001509	AJO88758.1	AAG08193.1	
OG0001510	AJO88771.1	AAG06218.1	
OG0001511	AJO88774.1	AAG06598.1	
OG0001512		AAG03429.1, AAG03450.1	
OG0001513		AAG03434.1, AAG07228.1	
OG0001514		AAG03448.1, AAG04248.1	
OG0001515		AAG03451.1, AAG03452.1	
OG0001516		AAG03470.1, AAG05055.1	
OG0001517		AAG03471.1, AAG05054.1	
